Created,Point,Possession,Thrower,Receiver,Turnover?,Thrower error?,Receiver error?,Throw to endzone?,Assist?,Secondary assist?,Huck?,Swing?,Dump?,From sideline?,To sideline?,Distance (m),Forward distance (m),Left-to-right distance (m),Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),End X (0 -> 1 = left sideline -> right sideline),End Y (0 -> 1 = back of opponent endzone -> back of own endzone),source_file
2025-07-31 00:52:33,4,2,Albert Kwek,Chris,1,1,0,0,0,0,0,1,0,1,0,29.061392,7.4375925,-28.093534,0.0123796845,0.54865,0.77166444,0.4742741,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:52:55,4,3,Albert Kwek,Chris,0,0,0,0,0,0,0,0,0,0,0,11.032647,3.1074882,-10.585973,0.46905088,0.8344371,0.75515825,0.8033622,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:53:04,4,3,Chris,Kaylee,0,0,0,0,0,0,0,0,0,0,0,10.392528,9.933776,-3.053644,0.75515825,0.8033622,0.83768916,0.70402443,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:53:12,4,3,Kaylee,Albert Kwek,0,0,0,0,0,0,0,0,1,0,0,10.068386,-4.1772842,9.1609335,0.83768916,0.70402443,0.59009635,0.7457973,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:53:25,4,3,Albert Kwek,Leo,1,0,1,0,0,0,0,0,0,0,0,16.245108,15.894043,-3.3590086,0.59009635,0.7457973,0.68088037,0.58685684,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:53:55,4,4,SA,Chris,0,0,0,0,0,0,0,1,0,1,0,15.144639,1.986754,-15.013757,0.07290234,0.65562916,0.47867954,0.6357616,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:54:05,4,4,Chris,Leo,0,0,0,0,0,0,0,0,0,0,0,11.112108,7.3357162,-8.346629,0.47867954,0.6357616,0.7042641,0.56240445,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:54:10,4,4,Leo,Chris,0,0,0,0,0,0,0,0,0,0,0,8.123528,-0.7131994,8.09216,0.7042641,0.56240445,0.48555708,0.56953645,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:54:20,4,4,Chris,Kaylee,1,1,0,0,0,0,0,0,0,0,1,35.942688,33.316357,-13.486934,0.48555708,0.56953645,0.8500688,0.2363729,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:54:55,4,5,SA,Chris,0,0,0,0,0,0,0,0,0,0,0,14.197308,13.19409,-5.2420917,0.6244842,0.77738154,0.76616234,0.64544064,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:55:10,4,5,Chris,Albert Kwek,0,0,0,0,0,0,0,1,0,0,0,13.312139,2.1905243,13.130675,0.76616234,0.64544064,0.41127923,0.6235354,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:55:26,4,5,Albert Kwek,Kaylee,0,0,0,0,0,0,0,0,0,0,0,10.319156,9.169638,-4.7331505,0.41127923,0.6235354,0.5392022,0.531839,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:55:36,4,5,Kaylee,Chris,0,0,0,0,0,0,0,0,1,0,0,5.9795713,-5.603671,-2.086659,0.5392022,0.531839,0.5955984,0.5878757,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:55:48,4,5,Chris,SA,0,0,0,0,0,0,0,0,1,0,0,8.372926,-4.6357574,6.9724917,0.5955984,0.5878757,0.40715268,0.6342333,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:55:59,4,5,SA,Kaylee,0,0,0,0,0,0,0,0,0,0,0,9.861239,9.271521,-3.3590095,0.40715268,0.6342333,0.49793673,0.5415181,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:56:05,4,5,Kaylee,Leo,0,0,0,0,0,0,0,0,0,0,0,12.303341,6.520632,-10.4332905,0.49793673,0.5415181,0.77991754,0.47631177,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:56:16,4,5,Leo,Chris,0,0,0,0,0,0,0,0,0,0,0,25.821264,24.45237,8.295738,0.77991754,0.47631177,0.5557084,0.23178808,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:56:30,4,5,Chris,Leo,0,0,0,0,0,1,0,0,0,0,0,5.509546,2.9037178,-4.6822557,0.5557084,0.23178808,0.68225586,0.2027509,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:56:35,4,5,Leo,Kaylee,0,0,0,1,1,0,0,0,0,0,0,6.7671103,5.5527253,3.8679488,0.68225586,0.2027509,0.5777167,0.14722365,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:58:40,5,1,Gary Hu,JF,0,0,0,0,0,0,0,0,0,0,0,12.022846,12.022415,-0.10178894,0.5006877,0.60570556,0.5034388,0.4854814,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:58:49,5,1,JF,++1,0,0,0,0,0,0,0,0,1,0,0,11.974433,-5.3998976,-10.687757,0.5034388,0.4854814,0.79229707,0.5394804,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:58:54,5,1,++1,Gary Hu,0,0,0,0,0,0,0,0,1,0,1,7.2326264,-6.877226,-2.2393413,0.79229707,0.5394804,0.8528198,0.60825264,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 00:59:04,5,1,Gary Hu,Taozi,1,1,0,0,0,0,0,0,0,1,1,18.4881,18.339275,-2.3411279,0.8528198,0.60825264,0.9160935,0.42485988,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:00:40,6,1,Gordon,SA,0,0,0,0,0,0,0,0,0,0,0,8.786175,6.113088,-6.3108654,0.47867954,0.79826796,0.6492435,0.7371371,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:00:45,6,1,SA,Gordon,0,0,0,0,0,0,0,0,0,0,0,11.074052,0.8150816,11.044015,0.6492435,0.7371371,0.3507566,0.72898626,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:00:52,6,1,Gordon,Kaylee,0,0,0,0,0,0,0,0,0,0,0,9.553894,7.590425,-5.801925,0.3507566,0.72898626,0.5075654,0.653082,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:01:00,6,1,Kaylee,Wayne Wang,0,0,0,0,0,0,0,0,1,0,0,7.873442,-2.2924125,7.532326,0.5075654,0.653082,0.303989,0.67600614,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:01:06,6,1,Wayne Wang,Gordon,1,0,1,0,0,0,0,0,0,0,1,12.4878025,10.494143,6.7689123,0.303989,0.67600614,0.12104541,0.5710647,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:01:35,6,2,SA,Kaylee,1,1,0,0,0,0,0,0,0,0,0,12.388851,11.818647,3.7152665,0.6863824,0.8380031,0.5859698,0.7198166,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:03:41,7,1,Chris,Albert Kwek,0,0,0,0,0,0,0,0,1,0,0,6.70435,-5.2470713,4.1733146,0.5075653,0.44829342,0.39477304,0.50076413,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:03:49,7,1,Albert Kwek,Luo Wei,0,0,0,0,0,0,0,0,0,0,0,13.617713,13.601631,0.6616248,0.39477304,0.50076413,0.3768913,0.36474782,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:03:56,7,1,Luo Wei,Albert Kwek,0,0,0,0,0,0,0,0,0,0,0,5.1201644,-0.5603671,5.089408,0.3768913,0.36474782,0.23933972,0.3703515,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:04:03,7,1,Albert Kwek,Chris,0,0,0,0,0,0,0,0,1,0,0,11.186814,-3.6169112,-10.58597,0.23933972,0.3703515,0.525447,0.4065206,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:04:05,7,1,Chris,Albert Kwek,0,0,0,0,0,0,0,1,0,0,1,13.701739,5.450839,-12.57084,0.525447,0.4065206,0.86519945,0.35201222,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:04:12,7,1,Albert Kwek,Avery Qi,1,1,0,0,0,0,0,0,0,1,0,15.862819,9.933773,12.367262,0.86519945,0.35201222,0.5309491,0.2526745,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:05:13,7,2,Chris,Albert Kwek,0,0,0,0,0,0,0,0,0,0,0,10.961656,3.3622026,10.433288,0.5584594,0.8074376,0.27647865,0.7738156,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:05:24,7,2,Albert Kwek,Gary Gong,0,0,0,0,0,0,0,0,0,0,0,20.947083,19.25624,-8.244843,0.27647865,0.7738156,0.49931222,0.5812532,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:05:35,7,2,Gary Gong,Albert Kwek,0,0,0,0,0,1,0,0,0,0,0,8.6882515,4.330105,7.532324,0.49931222,0.5812532,0.2957359,0.5379521,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:05:43,7,2,Albert Kwek,Taozi,0,0,0,1,1,0,1,0,0,0,0,44.100792,43.352013,-8.09216,0.2957359,0.5379521,0.5144429,0.104431994,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:07:19,8,1,Leo,Gary Hu,0,0,0,0,0,0,0,0,1,1,0,7.7190156,-4.4692726,-6.2935524,0.04389577,0.4413408,0.21399178,0.48603353,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:07:40,8,1,Gary Hu,Avery Qi,0,0,0,0,0,0,0,0,0,0,0,18.945526,16.455055,-9.389576,0.21399178,0.48603353,0.46776408,0.321483,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:07:49,8,1,Avery Qi,SA,0,0,0,0,0,0,0,0,1,0,0,6.422295,-5.383444,-3.5020578,0.46776408,0.321483,0.5624143,0.37531742,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:07:58,8,1,SA,Gary Hu,1,0,1,0,0,0,0,0,0,0,0,16.09745,14.728289,-6.496571,0.5624143,0.37531742,0.7379973,0.22803454,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:08:59,8,2,SA,Avery Qi,0,0,0,0,0,0,0,0,1,1,0,21.94844,-9.475297,-19.797798,0.028885875,0.58991337,0.5639615,0.68466634,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:09:14,8,2,Avery Qi,Leo,0,0,0,0,0,0,0,0,0,0,0,10.729744,5.501783,-9.211829,0.5639615,0.68466634,0.81292987,0.6296485,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:09:22,8,2,Leo,Kaylee,0,0,0,0,0,0,0,0,0,0,0,8.684792,8.303618,2.5447035,0.81292987,0.6296485,0.7441541,0.5466123,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:09:44,8,2,Kaylee,Lina,1,1,0,0,0,0,0,0,0,0,0,19.62568,19.460007,-2.5447035,0.7441541,0.5466123,0.81292987,0.35201225,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:10:19,8,3,SA,JF,1,1,0,0,0,0,0,0,0,0,0,12.32284,11.716759,-3.8170576,0.4828061,0.841569,0.5859698,0.7244014,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:10:51,8,4,SA,JF,0,0,0,0,0,0,0,0,0,0,0,11.753504,4.8904715,-10.687757,0.31499314,0.83239937,0.60385144,0.78349465,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:09,8,4,JF,Kaylee,0,0,0,0,0,0,0,0,0,0,0,7.7514424,7.7432513,-0.35625798,0.60385144,0.78349465,0.61348003,0.70606214,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:15,8,4,Kaylee,Leo,0,0,0,0,0,0,0,0,0,0,0,7.6057806,3.565967,-6.718019,0.61348003,0.70606214,0.7950481,0.67040247,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:33,8,4,Leo,JF,0,0,0,0,0,0,0,0,0,0,0,33.16074,30.361694,13.334249,0.7950481,0.67040247,0.43466303,0.36678553,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:43,8,4,JF,Avery Qi,0,0,0,0,0,0,0,0,0,0,0,13.032391,8.201731,10.127923,0.43466303,0.36678553,0.16093539,0.28476822,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:52,8,4,Avery Qi,JF,0,0,0,0,0,0,0,0,1,0,0,6.601292,-5.1961274,-4.071525,0.16093539,0.28476822,0.2709766,0.3367295,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:11:59,8,4,JF,Gary Hu,1,0,1,1,0,0,0,0,0,0,0,23.489563,23.382578,2.239338,0.2709766,0.3367295,0.21045396,0.10290373,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:12:57,8,5,Gary Hu,SA,0,0,0,0,0,0,0,0,1,1,0,8.905902,-6.622517,-5.9546084,0.02613482,0.37748346,0.18707018,0.44370863,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:13:03,8,5,SA,JF,0,0,0,0,0,1,0,0,0,0,1,21.555056,21.344881,3.0027518,0.18707018,0.44370863,0.10591472,0.23025982,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:13:13,8,5,JF,Kaylee,0,0,0,1,1,0,0,0,0,1,0,10.234491,6.2659206,-8.09216,0.10591472,0.23025982,0.32462174,0.16760062,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:15:04,9,1,Albert Kwek,Gordon,0,0,0,0,0,0,0,1,0,0,0,11.733804,-3.6678553,-11.145806,0.24621733,0.8140601,0.5474553,0.85073864,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:15:09,9,1,Gordon,Albert Kwek,0,0,0,0,0,0,0,0,0,0,0,11.768461,7.6923075,-8.906463,0.5474553,0.85073864,0.7881705,0.7738156,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:15:48,9,1,Albert Kwek,DJJ,0,0,0,0,0,0,0,0,0,0,0,9.569922,9.016811,3.2063262,0.7881705,0.7738156,0.70151305,0.68364745,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:15:51,9,1,DJJ,Albert Kwek,0,0,0,0,0,0,0,0,1,0,1,6.4700556,-1.4263928,-6.3108654,0.70151305,0.68364745,0.872077,0.6979114,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:16:01,9,1,Albert Kwek,Gary Gong,0,0,0,0,0,0,0,0,0,1,1,8.896798,8.863985,-0.7634115,0.872077,0.6979114,0.89270973,0.6092715,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:16:23,9,1,Gary Gong,Albert Kwek,0,0,0,0,0,0,0,0,0,1,0,4.7356157,-0.15282631,4.733149,0.89270973,0.6092715,0.7647868,0.6107998,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:16:28,9,1,Albert Kwek,DJJ,0,0,0,0,0,0,0,1,0,0,0,14.524193,6.418747,13.028886,0.7647868,0.6107998,0.41265473,0.5466123,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:16:43,9,1,DJJ,Gordon,0,0,0,0,0,0,0,0,1,0,0,5.552863,-2.9037178,-4.7331505,0.41265473,0.5466123,0.5405777,0.5756495,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:16:54,9,1,Gordon,Taozi,0,0,0,0,0,0,0,0,0,0,0,9.749587,9.679061,-1.1705651,0.5405777,0.5756495,0.5722146,0.4788589,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:17:09,9,1,Taozi,Olivia ,0,0,0,0,0,0,0,1,0,0,1,13.366908,6.9791136,-11.400272,0.5722146,0.4788589,0.8803301,0.40906775,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:17:18,9,1,Olivia ,DJJ,0,0,0,0,0,0,0,0,0,1,1,6.1646843,6.06215,-1.1196717,0.8803301,0.40906775,0.9105915,0.34844625,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:17:33,9,1,DJJ,Olivia ,0,0,0,0,0,0,0,0,0,1,0,7.9253745,6.673458,4.2751045,0.9105915,0.34844625,0.7950481,0.28171167,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:17:42,9,1,Olivia ,DJJ,0,0,0,0,0,0,0,0,1,0,1,7.5117764,-6.469688,-3.8170576,0.7950481,0.28171167,0.89821184,0.34640855,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:17:52,9,1,DJJ,Albert Kwek,0,0,0,0,0,0,0,0,1,1,0,7.2767215,-6.673461,2.9009638,0.89821184,0.34640855,0.8198074,0.41314316,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:18:07,9,1,Albert Kwek,Olivia ,0,0,0,0,0,0,0,0,0,0,0,13.751907,13.295976,3.5116909,0.8198074,0.41314316,0.72489685,0.2801834,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:18:17,9,1,Olivia ,Gordon,0,0,0,0,0,0,0,0,1,0,1,9.17428,-4.126337,-8.193947,0.72489685,0.2801834,0.94635487,0.32144678,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:18:25,9,1,Gordon,Taozi,1,0,1,1,0,0,0,0,0,1,0,18.554085,18.13551,3.9188442,0.94635487,0.32144678,0.84044015,0.14009169,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:19:11,9,2,Albert Kwek,Taozi,0,0,0,0,0,0,0,0,0,0,0,10.975144,10.086602,-4.325998,0.55433285,0.76668364,0.6712517,0.6658176,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:19:21,9,2,Taozi,Olivia ,0,0,0,0,0,0,0,0,0,0,1,12.073129,8.150786,-8.906465,0.6712517,0.6658176,0.911967,0.58430976,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:19:29,9,2,Olivia ,Gary Gong,0,0,0,0,0,1,0,0,0,1,1,12.484634,12.4809,0.3053646,0.911967,0.58430976,0.9037139,0.45950076,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:19:38,9,2,Gary Gong,DJJ,0,0,0,1,1,0,0,0,0,1,0,39.517754,36.67855,14.70839,0.9037139,0.45950076,0.5061898,0.092715226,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:21:19,10,1,Chris,JF,0,0,0,0,0,0,0,0,0,0,0,10.325242,9.78095,-3.3081174,0.67400277,0.77687216,0.76341134,0.67906266,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:21:29,10,1,JF,Leo,0,0,0,0,0,0,0,0,0,0,1,32.658245,22.82221,23.360386,0.76341134,0.67906266,0.13204956,0.45084056,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:21:40,10,1,Leo,Chris,0,0,0,0,0,0,0,0,1,1,1,6.333447,-6.3168616,-0.4580469,0.13204956,0.45084056,0.1444292,0.5140092,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:21:54,10,1,Chris,Shellz,0,0,0,0,0,0,0,0,0,1,0,19.246712,14.212939,-12.977991,0.1444292,0.5140092,0.49518573,0.3718798,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:22:00,10,1,Shellz,Leo,0,0,0,0,0,0,0,0,0,0,0,6.907244,1.3754457,-6.7689123,0.49518573,0.3718798,0.6781293,0.35812533,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:22:07,10,1,Leo,JF,1,1,0,1,0,0,0,0,0,0,1,31.051804,23.535404,20.255846,0.6781293,0.35812533,0.130674,0.122771285,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
2025-07-31 01:23:04,10,2,Chris,JF,0,0,0,0,0,0,0,0,0,0,0,15.078943,11.818647,-9.364514,0.19669876,0.6989302,0.44979373,0.58074373,Passes vs. Blok Choy 2025-07-31_00-39-10.csv
